CASE,OFFENSE CODE,OFFENSE DESCRIPTION,REPORT DATE,OCC DATE,DAY OF WEEK,LOCATION,Location 1
SL201260391,1313-0,ASSAULT,04/12/2012 05:58:00 PM,04/12/2012 05:58:00 PM,5,"700 E ROOSEVELT AVE
Salt lake City, Utah
(40.7379261640005, -111.87105872999967)","700 E ROOSEVELT AVE
Salt lake City, Utah
(40.7379261640005, -111.87105872999967)"
SL2012158522,1304-0,ASSAULT,09/09/2012 02:29:00 AM,09/09/2012 02:29:00 AM,1,"600 S CHEYENNE ST
Salt lake City, Utah
(40.75644119100048, -111.93427696899971)","600 S CHEYENNE ST
Salt lake City, Utah
(40.75644119100048, -111.93427696899971)"
SL2012200371,1313-0,ASSAULT,11/19/2012 11:50:00 AM,11/19/2012 11:50:00 AM,2,"800 S 1500 W
Salt lake City, Utah
(40.75117043200049, -111.93353337699972)","800 S 1500 W
Salt lake City, Utah
(40.75117043200049, -111.93353337699972)"
SL201222172,1313-0,ASSAULT,02/08/2012 12:49:00 PM,02/08/2012 12:49:00 PM,4,"1400 W ANDREW AVE
Salt lake City, Utah
(40.73689073300045, -111.93048104099967)","1400 W ANDREW AVE
Salt lake City, Utah
(40.73689073300045, -111.93048104099967)"
SL2012143620,1305-0,ASSAULT,08/17/2012 03:58:00 PM,08/17/2012 03:58:00 PM,6,"2400 S 1700 E
Salt lake City, Utah
(40.71879673900048, -111.84218031599971)","2400 S 1700 E
Salt lake City, Utah
(40.71879673900048, -111.84218031599971)"
SL2012211735,1313-0,ASSAULT,12/11/2012 01:24:00 AM,12/11/2012 01:24:00 AM,3,"1700 W SEQUOIA VISTA CIR
Salt lake City, Utah
(40.74355468400046, -111.93914834899971)","1700 W SEQUOIA VISTA CIR
Salt lake City, Utah
(40.74355468400046, -111.93914834899971)"
SL2012184692,1313-0,ASSAULT,10/22/2012 04:23:00 PM,10/22/2012 04:23:00 PM,2,"100 E 100 S
Salt lake City, Utah
(40.76715372600046, -111.88810808899967)","100 E 100 S
Salt lake City, Utah
(40.76715372600046, -111.88810808899967)"
SL201246997,1313-0,ASSAULT,03/21/2012 02:24:00 PM,03/20/2012 01:40:00 PM,3,"1700 W 1700 N
Salt lake City, Utah
(40.80565126300047, -111.9392545499997)","1700 W 1700 N
Salt lake City, Utah
(40.80565126300047, -111.9392545499997)"
SL201236332,1313-0,ASSAULT,03/03/2012 06:48:00 PM,03/03/2012 06:48:00 PM,7,"700 S REDWOOD RD
Salt lake City, Utah
(40.828761855000494, -111.9372164399997)","700 S REDWOOD RD
Salt lake City, Utah
(40.828761855000494, -111.9372164399997)"
SL2012171151,1313-0,ASSAULT,09/29/2012 12:01:00 PM,09/29/2012 12:01:00 PM,7,"1000 S WINDSOR ST
Salt lake City, Utah
(40.74734046900045, -111.8667970409997)","1000 S WINDSOR ST
Salt lake City, Utah
(40.74734046900045, -111.8667970409997)"
SL2012188377,1313-0,ASSAULT,10/28/2012 11:06:00 PM,10/28/2012 11:06:00 PM,1,"1200 W 300 S
Salt lake City, Utah
(40.76282688500049, -111.92553847199969)","1200 W 300 S
Salt lake City, Utah
(40.76282688500049, -111.92553847199969)"
SL2012110756,1316-3,ASSAULT,06/29/2012 11:26:00 PM,06/29/2012 11:26:00 PM,6,"700 N STARCREST DR
Salt lake City, Utah
(40.78485135900047, -111.94355041999967)","700 N STARCREST DR
Salt lake City, Utah
(40.78485135900047, -111.94355041999967)"
SL2012205827,1313-1,ASSAULT,11/30/2012 12:30:00 AM,11/30/2012 12:30:00 AM,6,"1000 W 600 N
Salt lake City, Utah
(40.78242815900046, -111.91982722799969)","1000 W 600 N
Salt lake City, Utah
(40.78242815900046, -111.91982722799969)"
SL2012159590,1302-0,ASSAULT,09/10/2012 10:30:00 PM,09/10/2012 08:47:00 PM,2,"1300 W WALNUT DR
Salt lake City, Utah
(40.77768975100048, -111.9285246339997)","1300 W WALNUT DR
Salt lake City, Utah
(40.77768975100048, -111.9285246339997)"
SL201227373,1313-0,ASSAULT,02/17/2012 12:39:00 PM,02/17/2012 12:39:00 PM,6,"100 N REDWOOD RD
Salt lake City, Utah
(40.77173005500049, -111.93923315599972)","100 N REDWOOD RD
Salt lake City, Utah
(40.77173005500049, -111.93923315599972)"
SL2012106268,1313-1,ASSAULT,06/23/2012 10:29:00 AM,06/23/2012 10:29:00 AM,7,"500 W 200 S
Salt lake City, Utah
(40.765116719000446, -111.90556798399967)","500 W 200 S
Salt lake City, Utah
(40.765116719000446, -111.90556798399967)"
SL201257845,1313-0,ASSAULT,04/08/2012 08:53:00 AM,04/08/2012 08:53:00 AM,1,"300 W 400 S
Salt lake City, Utah
(40.760689053000476, -111.89979164699969)","300 W 400 S
Salt lake City, Utah
(40.760689053000476, -111.89979164699969)"
SL201293277,1316-1,ASSAULT,06/03/2012 02:23:00 PM,06/03/2012 02:23:00 PM,1,"200 S RIO GRANDE ST
Salt lake City, Utah
(40.76482373300047, -111.90411309999968)","200 S RIO GRANDE ST
Salt lake City, Utah
(40.76482373300047, -111.90411309999968)"
SL2012106713,1313-0,ASSAULT,06/24/2012 01:48:00 AM,06/24/2012 01:48:00 AM,1,"200 S 500 E
Salt lake City, Utah
(40.76493388600045, -111.8768138849997)","200 S 500 E
Salt lake City, Utah
(40.76493388600045, -111.8768138849997)"
SL2012152759,1316-2,ASSAULT,08/31/2012 01:43:00 PM,08/31/2012 12:00:00 PM,6,"900 N 1300 W
Salt lake City, Utah
(40.7891955660005, -111.92840123599967)","900 N 1300 W
Salt lake City, Utah
(40.7891955660005, -111.92840123599967)"
SL201261468,1316-2,ASSAULT,04/14/2012 10:56:00 AM,04/14/2012 10:56:00 AM,7,"400 N PUGSLEY ST
Salt lake City, Utah
(40.77916550900045, -111.90100162699969)","400 N PUGSLEY ST
Salt lake City, Utah
(40.77916550900045, -111.90100162699969)"
SL2012120552,1305-0,ASSAULT,07/14/2012 04:24:00 AM,07/14/2012 04:24:00 AM,7,"1200 E HARRISON AVE
Salt lake City, Utah
(40.73990097800049, -111.85670142799967)","1200 E HARRISON AVE
Salt lake City, Utah
(40.73990097800049, -111.85670142799967)"
SL2012101625,1305-0,ASSAULT,06/16/2012 04:44:00 PM,06/16/2012 04:44:00 PM,7,"700 E 800 S
Salt lake City, Utah
(40.75193325200047, -111.87093028099969)","700 E 800 S
Salt lake City, Utah
(40.75193325200047, -111.87093028099969)"
SL2012213657,1316-4,ASSAULT,12/14/2012 07:12:00 PM,12/14/2012 07:12:00 PM,6,"1200 W 300 S
Salt lake City, Utah
(40.76282688500049, -111.92553847199969)","1200 W 300 S
Salt lake City, Utah
(40.76282688500049, -111.92553847199969)"
SL2012164547,1302-0,ASSAULT,09/18/2012 06:48:00 PM,09/18/2012 06:48:00 PM,3,"1200 E CHARLTON AVE
Salt lake City, Utah
(40.71021279600046, -111.85652099199967)","1200 E CHARLTON AVE
Salt lake City, Utah
(40.71021279600046, -111.85652099199967)"
SL201214364,1313-0,ASSAULT,01/26/2012 04:16:00 AM,01/26/2012 04:16:00 AM,5,"1700 W 400 N
Salt lake City, Utah
(40.77816930000046, -111.93952430599967)","1700 W 400 N
Salt lake City, Utah
(40.77816930000046, -111.93952430599967)"
SL2012118217,1313-0,ASSAULT,07/10/2012 06:56:00 PM,07/10/2012 06:56:00 PM,3,"700 S REDWOOD RD
Salt lake City, Utah
(40.828761855000494, -111.9372164399997)","700 S REDWOOD RD
Salt lake City, Utah
(40.828761855000494, -111.9372164399997)"
SL201252295,1399-0,ASSAULT,03/30/2012 09:23:00 AM,03/30/2012 07:50:00 AM,6,"5200 W AMELIA EARHART DR
Salt lake City, Utah
(40.776458651000496, -112.0147060809997)","5200 W AMELIA EARHART DR
Salt lake City, Utah
(40.776458651000496, -112.0147060809997)"
SL2012153736,1313-0,ASSAULT,09/01/2012 03:00:00 PM,09/01/2012 03:00:00 PM,7,"1000 S LINCOLN ST
Salt lake City, Utah
(40.74732911700045, -111.86391499999968)","1000 S LINCOLN ST
Salt lake City, Utah
(40.74732911700045, -111.86391499999968)"
SL2012212723,1313-0,ASSAULT,12/13/2012 02:37:00 AM,12/13/2012 02:37:00 AM,5,"2300 S PARK ST
Salt lake City, Utah
(40.7209110820005, -111.8754548009997)","2300 S PARK ST
Salt lake City, Utah
(40.7209110820005, -111.8754548009997)"
SL2012202683,1316-2,ASSAULT,11/24/2012 09:16:00 AM,11/24/2012 09:16:00 AM,7,"900 W NORTH TEMPLE ST
Salt lake City, Utah
(40.77167430200046, -111.91696856999971)","900 W NORTH TEMPLE ST
Salt lake City, Utah
(40.77167430200046, -111.91696856999971)"
SL2012168916,1316-3,ASSAULT,09/25/2012 09:35:00 PM,09/25/2012 09:13:00 PM,3,"1900 S 800 E
Salt lake City, Utah
(40.72875373900047, -111.86820663599968)","1900 S 800 E
Salt lake City, Utah
(40.72875373900047, -111.86820663599968)"
SL2012183654,1313-0,ASSAULT,10/20/2012 01:45:00 PM,10/20/2012 01:45:00 PM,7,"700 S 900 W
Salt lake City, Utah
(40.75400026400047, -111.91687399499972)","700 S 900 W
Salt lake City, Utah
(40.75400026400047, -111.91687399499972)"
SL2012153192,1313-0,ASSAULT,08/31/2012 10:20:00 PM,08/31/2012 10:20:00 PM,6,"800 E 165 S
Salt lake City, Utah
(40.66726905100046, -111.92357267799969)","800 E 165 S
Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201248180,1313-0,ASSAULT,03/23/2012 12:02:00 PM,03/16/2012 12:02:00 PM,6,"4900 W WILEY POST WAY
Salt lake City, Utah
(40.77354946200046, -112.00789422699967)","4900 W WILEY POST WAY
Salt lake City, Utah
(40.77354946200046, -112.00789422699967)"
SL2012126673,1305-0,ASSAULT,07/23/2012 11:44:00 AM,07/23/2012 11:44:00 AM,2,"1300 E 2100 S
Salt lake City, Utah
(40.7253929580005, -111.85348011999969)","1300 E 2100 S
Salt lake City, Utah
(40.7253929580005, -111.85348011999969)"
SL201269007,1316-4,ASSAULT,04/25/2012 10:26:00 PM,04/25/2012 10:26:00 PM,4,"1700 W IRIE LN
Salt lake City, Utah
(40.78063907800049, -111.94013094699972)","1700 W IRIE LN
Salt lake City, Utah
(40.78063907800049, -111.94013094699972)"
SL2012135201,1316-3,ASSAULT,08/04/2012 10:19:00 PM,08/04/2012 10:19:00 PM,7,"1700 S 400 E
Salt lake City, Utah
(40.73343036500046, -111.87966244799969)","1700 S 400 E
Salt lake City, Utah
(40.73343036500046, -111.87966244799969)"
SL201299518,1316-2,ASSAULT,06/13/2012 02:27:00 PM,06/13/2012 02:27:00 PM,4,"1600 S REDWOOD RD
Salt lake City, Utah
(40.7358212150005, -111.93909567499969)","1600 S REDWOOD RD
Salt lake City, Utah
(40.7358212150005, -111.93909567499969)"
SL201232961,1313-0,ASSAULT,02/26/2012 06:15:00 PM,02/26/2012 06:15:00 PM,1,"02 0/2 S RIO GRANDE ST
Salt lake City, Utah
(40.76954965900046, -111.9041851879997)","02 0/2 S RIO GRANDE ST
Salt lake City, Utah
(40.76954965900046, -111.9041851879997)"
SL2012131196,1313-0,ASSAULT,07/29/2012 08:01:00 PM,07/29/2012 08:01:00 PM,1,"600 S 200 W
Salt lake City, Utah
(40.75620985900048, -111.89684341799972)","600 S 200 W
Salt lake City, Utah
(40.75620985900048, -111.89684341799972)"
SL201253400,1313-0,ASSAULT,03/31/2012 06:38:00 PM,03/31/2012 06:38:00 PM,7,"200 S RIO GRANDE ST
Salt lake City, Utah
(40.76482373300047, -111.90411309999968)","200 S RIO GRANDE ST
Salt lake City, Utah
(40.76482373300047, -111.90411309999968)"
SL2012173900,1305-0,ASSAULT,10/03/2012 07:47:00 PM,10/03/2012 07:47:00 PM,4,"500 E RAMONA AVE
Salt lake City, Utah
(40.727895797000485, -111.87664741299972)","500 E RAMONA AVE
Salt lake City, Utah
(40.727895797000485, -111.87664741299972)"
SL201254800,1313-0,ASSAULT,04/03/2012 01:15:00 AM,04/03/2012 01:15:00 AM,3,"700 S GLENDALE ST
Salt lake City, Utah
(40.754013226000495, -111.92342214899969)","700 S GLENDALE ST
Salt lake City, Utah
(40.754013226000495, -111.92342214899969)"
SL201262474,1313-0,ASSAULT,04/16/2012 03:51:00 AM,04/16/2012 03:50:00 AM,2,"200 S PUEBLO ST
Salt lake City, Utah
(40.765226080000446, -111.93251219399968)","200 S PUEBLO ST
Salt lake City, Utah
(40.765226080000446, -111.93251219399968)"
SL201263666,1316-2,ASSAULT,04/17/2012 11:09:00 PM,04/17/2012 11:09:00 PM,3,"SIR PATRICK DR / WILDFLOWER DR
Salt lake City, Utah
(40.66726905100046, -111.92357267799969)","SIR PATRICK DR / WILDFLOWER DR
Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012212852,1316-3,ASSAULT,12/13/2012 10:45:00 AM,12/13/2012 10:45:00 AM,5,"900 S GLENDALE ST
Salt lake City, Utah
(40.75017399900048, -111.92343197599968)","900 S GLENDALE ST
Salt lake City, Utah
(40.75017399900048, -111.92343197599968)"
SL2012176948,1313-0,ASSAULT,10/09/2012 07:54:00 AM,10/09/2012 07:54:00 AM,3,"700 W NORTH TEMPLE ST
Salt lake City, Utah
(40.77162788600049, -111.91150595399967)","700 W NORTH TEMPLE ST
Salt lake City, Utah
(40.77162788600049, -111.91150595399967)"
SL2012164344,1313-0,ASSAULT,09/18/2012 01:11:00 PM,09/18/2012 11:00:00 AM,3,"800 S 1300 E
Salt lake City, Utah
(40.75186144200046, -111.85393334699967)","800 S 1300 E
Salt lake City, Utah
(40.75186144200046, -111.85393334699967)"
SL2012122287,1313-0,ASSAULT,07/16/2012 08:20:00 PM,07/16/2012 08:20:00 PM,2,"1800 S STATE ST
Salt lake City, Utah
(40.73115090900046, -111.88827672699966)","1800 S STATE ST
Salt lake City, Utah
(40.73115090900046, -111.88827672699966)"
SL2012138391,1313-1,ASSAULT,08/09/2012 09:13:00 PM,08/09/2012 09:13:00 PM,5,"300 S RIO GRANDE ST
Salt lake City, Utah
(40.76197099100045, -111.90414710399972)","300 S RIO GRANDE ST
Salt lake City, Utah
(40.76197099100045, -111.90414710399972)"
SL201284287,1313-1,ASSAULT,05/20/2012 02:59:00 AM,05/20/2012 02:59:00 AM,1,"2200 S WELLINGTON ST
Salt lake City, Utah
(40.72311472000047, -111.83841785099969)","2200 S WELLINGTON ST
Salt lake City, Utah
(40.72311472000047, -111.83841785099969)"
SL2012114814,1316-4,ASSAULT,07/05/2012 04:30:00 PM,07/05/2012 02:00:00 PM,5,"1100 S JAREN CIR
Salt lake City, Utah
(40.74417924500045, -111.8109343699997)","1100 S JAREN CIR
Salt lake City, Utah
(40.74417924500045, -111.8109343699997)"
SL201219572,1305-0,ASSAULT,02/03/2012 07:30:00 PM,02/03/2012 07:30:00 PM,6,"400 W 300 S
Salt lake City, Utah
(40.762850836000496, -111.90275535399968)","400 W 300 S
Salt lake City, Utah
(40.762850836000496, -111.90275535399968)"
SL2012146391,1313-0,ASSAULT,08/21/2012 08:35:00 PM,08/21/2012 08:35:00 PM,3,"1800 W INDEPENDENCE BLVD
Salt lake City, Utah
(40.801798061000454, -111.94243840399969)","1800 W INDEPENDENCE BLVD
Salt lake City, Utah
(40.801798061000454, -111.94243840399969)"
SL2012163001,1306-0,ASSAULT,09/16/2012 04:27:00 AM,09/16/2012 04:27:00 AM,1,"1100 W ILLINOIS AVE
Salt lake City, Utah
(40.74410954300049, -111.9223954469997)","1100 W ILLINOIS AVE
Salt lake City, Utah
(40.74410954300049, -111.9223954469997)"
SL201271478,1313-0,ASSAULT,04/29/2012 09:46:00 PM,04/29/2012 09:46:00 PM,1,"300 S 200 W
Salt lake City, Utah
(40.762693354000476, -111.89687129699968)","300 S 200 W
Salt lake City, Utah
(40.762693354000476, -111.89687129699968)"
SL2012165304,1316-3,ASSAULT,09/19/2012 11:47:00 PM,09/19/2012 11:47:00 PM,4,"2400 S 1700 E
Salt lake City, Utah
(40.71879673900048, -111.84218031599971)","2400 S 1700 E
Salt lake City, Utah
(40.71879673900048, -111.84218031599971)"
SL2012179788,1313-0,ASSAULT,10/13/2012 09:19:00 PM,10/13/2012 08:40:00 PM,7,"1700 W DALE RIDGE AVE
Salt lake City, Utah
(40.80426026200047, -111.94128738299969)","1700 W DALE RIDGE AVE
Salt lake City, Utah
(40.80426026200047, -111.94128738299969)"
SL201244226,1305-0,ASSAULT,03/16/2012 10:58:00 PM,03/16/2012 10:58:00 PM,6,"00 E 1700 S
Salt lake City, Utah
(40.73351144100047, -111.85950483899967)","00 E 1700 S
Salt lake City, Utah
(40.73351144100047, -111.85950483899967)"
SL2012138292,1313-0,ASSAULT,08/09/2012 06:24:00 PM,08/09/2012 06:24:00 PM,5,"700 S REDWOOD RD
Salt lake City, Utah
(40.828761855000494, -111.9372164399997)","700 S REDWOOD RD
Salt lake City, Utah
(40.828761855000494, -111.9372164399997)"
SL201262786,1313-0,ASSAULT,04/16/2012 02:12:00 PM,04/16/2012 01:10:00 PM,2,"800 S 1300 E
Salt lake City, Utah
(40.75186144200046, -111.85393334699967)","800 S 1300 E
Salt lake City, Utah
(40.75186144200046, -111.85393334699967)"
SL201240024,1313-0,ASSAULT,03/09/2012 08:47:00 PM,03/09/2012 08:47:00 PM,6,"1700 S JEFFERSON CIR
Salt lake City, Utah
(40.73342179100047, -111.89536240999968)","1700 S JEFFERSON CIR
Salt lake City, Utah
(40.73342179100047, -111.89536240999968)"
SL2012168971,1313-0,ASSAULT,09/26/2012 01:13:00 AM,09/25/2012 12:45:00 AM,3,"200 E 800 S
Salt lake City, Utah
(40.75194653700049, -111.8852606429997)","200 E 800 S
Salt lake City, Utah
(40.75194653700049, -111.8852606429997)"
SL201265454,1313-0,ASSAULT,04/20/2012 05:18:00 PM,04/20/2012 05:18:00 PM,6,"200 S 1400 W
Salt lake City, Utah
(40.76458757300048, -111.93093481399967)","200 S 1400 W
Salt lake City, Utah
(40.76458757300048, -111.93093481399967)"
SL201210725,1313-0,ASSAULT,01/19/2012 04:15:00 PM,01/19/2012 02:33:00 PM,5,"300 N 800 W
Salt lake City, Utah
(40.77593203400045, -111.9139488139997)","300 N 800 W
Salt lake City, Utah
(40.77593203400045, -111.9139488139997)"
SL201251825,1313-0,ASSAULT,03/29/2012 01:45:00 PM,03/29/2012 01:45:00 PM,5,"900 S NAVAJO ST
Salt lake City, Utah
(40.75021407100047, -111.92951316299968)","900 S NAVAJO ST
Salt lake City, Utah
(40.75021407100047, -111.92951316299968)"
SL201297911,1305-0,ASSAULT,06/10/2012 08:05:00 PM,06/09/2012 10:45:00 PM,7,"700 S CHEYENNE ST
Salt lake City, Utah
(40.75402251100047, -111.9342914289997)","700 S CHEYENNE ST
Salt lake City, Utah
(40.75402251100047, -111.9342914289997)"
SL201238708,1316-1,ASSAULT,03/07/2012 07:22:00 PM,03/07/2012 07:22:00 PM,4,"1100 E GARFIELD AVE
Salt lake City, Utah
(40.73024728700045, -111.8594872869997)","1100 E GARFIELD AVE
Salt lake City, Utah
(40.73024728700045, -111.8594872869997)"
SL201268171,1313-0,ASSAULT,04/24/2012 05:34:00 PM,04/20/2012 12:00:00 PM,6,"2600 W 1500 S
Salt lake City, Utah
(40.737791245000494, -111.9566504339997)","2600 W 1500 S
Salt lake City, Utah
(40.737791245000494, -111.9566504339997)"
SL201220688,1313-0,ASSAULT,02/05/2012 06:08:00 PM,02/05/2012 06:08:00 PM,1,"600 S BRAMPTON WAY
Salt lake City, Utah
(40.756360981000455, -111.93645982699968)","600 S BRAMPTON WAY
Salt lake City, Utah
(40.756360981000455, -111.93645982699968)"
SL201224040,1313-0,ASSAULT,02/11/2012 11:34:00 AM,02/11/2012 11:34:00 AM,7,"300 W OURAY AVE
Salt lake City, Utah
(40.77912817800046, -111.89981551499972)","300 W OURAY AVE
Salt lake City, Utah
(40.77912817800046, -111.89981551499972)"
SL201251609,1316-3,ASSAULT,03/29/2012 01:44:00 AM,03/29/2012 01:44:00 AM,5,"900 E 800 S
Salt lake City, Utah
(40.75193325200047, -111.8652176219997)","900 E 800 S
Salt lake City, Utah
(40.75193325200047, -111.8652176219997)"
SL2012172623,1313-0,ASSAULT,10/01/2012 06:33:00 PM,10/01/2012 06:33:00 PM,2,"200 N 200 W
Salt lake City, Utah
(40.77379344500048, -111.89673252899968)","200 N 200 W
Salt lake City, Utah
(40.77379344500048, -111.89673252899968)"
SL2012141682,1313-0,ASSAULT,08/14/2012 09:17:00 PM,08/14/2012 09:17:00 PM,3,"200 W 500 S
Salt lake City, Utah
(40.758497785000486, -111.89693636999971)","200 W 500 S
Salt lake City, Utah
(40.758497785000486, -111.89693636999971)"
SL201275834,1313-0,ASSAULT,05/06/2012 09:52:00 PM,05/06/2012 09:52:00 PM,1,"2300 S PARK ST
Salt lake City, Utah
(40.7209110820005, -111.8754548009997)","2300 S PARK ST
Salt lake City, Utah
(40.7209110820005, -111.8754548009997)"
SL20122553,1313-0,ASSAULT,01/05/2012 04:00:00 PM,01/05/2012 04:00:00 PM,5,"1100 W 300 S
Salt lake City, Utah
(40.76284206000048, -111.9226654899997)","1100 W 300 S
Salt lake City, Utah
(40.76284206000048, -111.9226654899997)"
SL2012118290,1306-0,ASSAULT,07/10/2012 09:09:00 PM,07/10/2012 09:09:00 PM,3,"1100 E 2700 S
Salt lake City, Utah
(40.7126753230005, -111.85927032599972)","1100 E 2700 S
Salt lake City, Utah
(40.7126753230005, -111.85927032599972)"
SL201245554,1313-0,ASSAULT,03/19/2012 07:58:00 AM,03/19/2012 07:12:00 AM,2,"100 W 600 N
Salt lake City, Utah
(40.782481300000484, -111.8946258959997)","100 W 600 N
Salt lake City, Utah
(40.782481300000484, -111.8946258959997)"
SL2012167279,1306-0,ASSAULT,09/23/2012 01:20:00 AM,09/23/2012 01:20:00 AM,1,"00 E EXCHANGE PL
Salt lake City, Utah
(40.76140162000047, -111.88948674799968)","00 E EXCHANGE PL
Salt lake City, Utah
(40.76140162000047, -111.88948674799968)"
SL2012148092,1316-4,ASSAULT,08/24/2012 11:27:00 AM,08/24/2012 11:27:00 AM,6,"1300 E ZENITH AVE
Salt lake City, Utah
(40.7077858400005, -111.85350030899968)","1300 E ZENITH AVE
Salt lake City, Utah
(40.7077858400005, -111.85350030899968)"
SL201214888,1316-2,ASSAULT,01/26/2012 09:32:00 PM,01/26/2012 09:32:00 PM,5,"600 S 200 W
Salt lake City, Utah
(40.75620985900048, -111.89684341799972)","600 S 200 W
Salt lake City, Utah
(40.75620985900048, -111.89684341799972)"
SL2012149869,1316-1,ASSAULT,08/26/2012 10:54:00 PM,08/26/2012 10:54:00 PM,1,"00 W BOULEVARD GARDENS ST
Salt lake City, Utah
(40.66726905100046, -111.92357267799969)","00 W BOULEVARD GARDENS ST
Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201223877,1313-0,ASSAULT,02/11/2012 12:39:00 AM,02/11/2012 12:39:00 AM,7,"500 S REDWOOD RD
Salt lake City, Utah
(40.75831364800047, -111.93906526599972)","500 S REDWOOD RD
Salt lake City, Utah
(40.75831364800047, -111.93906526599972)"
SL201287684,1316-3,ASSAULT,05/25/2012 02:29:00 PM,05/25/2012 02:29:00 PM,6,"2400 S 500 E
Salt lake City, Utah
(40.7185641640005, -111.87685482299969)","2400 S 500 E
Salt lake City, Utah
(40.7185641640005, -111.87685482299969)"
SL2012164501,1305-0,ASSAULT,09/18/2012 05:11:00 PM,09/18/2012 05:11:00 PM,3,"500 E 700 S
Salt lake City, Utah
(40.754103177000445, -111.87666950799968)","500 E 700 S
Salt lake City, Utah
(40.754103177000445, -111.87666950799968)"
SL20123213,1313-0,ASSAULT,01/06/2012 06:57:00 PM,01/06/2012 06:57:00 PM,6,"00 S 800 W
Salt lake City, Utah
(40.75417314500049, -111.91406665299968)","00 S 800 W
Salt lake City, Utah
(40.75417314500049, -111.91406665299968)"
SL2012201182,1399-0,ASSAULT,11/20/2012 11:30:00 PM,11/20/2012 11:30:00 PM,3,"2000 S 2100 E
Salt lake City, Utah
(40.72668120800046, -111.83085621899971)","2000 S 2100 E
Salt lake City, Utah
(40.72668120800046, -111.83085621899971)"
SL2012120890,1313-0,ASSAULT,07/14/2012 05:21:00 PM,07/14/2012 05:21:00 PM,7,"00 S 500 W
Salt lake City, Utah
(40.761031226000455, -111.9054888069997)","00 S 500 W
Salt lake City, Utah
(40.761031226000455, -111.9054888069997)"
SL2012149953,1313-0,ASSAULT,08/27/2012 05:16:00 AM,08/27/2012 05:16:00 AM,2,"800 W NORTH TEMPLE ST
Salt lake City, Utah
(40.77164210000046, -111.91421576199969)","800 W NORTH TEMPLE ST
Salt lake City, Utah
(40.77164210000046, -111.91421576199969)"
SL2012201029,1313-0,ASSAULT,11/20/2012 05:05:00 PM,11/20/2012 05:05:00 PM,3,"500 S 500 E
Salt lake City, Utah
(40.758393224000486, -111.8768409549997)","500 S 500 E
Salt lake City, Utah
(40.758393224000486, -111.8768409549997)"
SL2012216501,1313-0,ASSAULT,12/20/2012 03:10:00 PM,12/20/2012 03:10:00 PM,5,"500 S DELONG ST
Salt lake City, Utah
(40.75833132700046, -111.95342204599967)","500 S DELONG ST
Salt lake City, Utah
(40.75833132700046, -111.95342204599967)"
SL201275276,1313-0,ASSAULT,05/05/2012 09:59:00 PM,05/05/2012 09:59:00 PM,7,"7 E 000 S
Salt lake City, Utah
(40.76957071100048, -111.87758713499971)","7 E 000 S
Salt lake City, Utah
(40.76957071100048, -111.87758713499971)"
